arrival rates,storage manager service times,buffer residence times,storage manager residence time,End-to-End times
20.097759362433262,41.00872156489022,350.517329386282,41.00872156489022,391.52605095117246
19.89877651768723,40.065842012772066,351.37232280755006,40.065842012772066,391.43816482032247
19.959377727296907,39.626254271522846,350.0005330835809,39.626254271522846,389.62678735510593
20.09592559188865,40.713056520725104,347.7608731263044,40.713056520725104,388.4739296470287
19.873201446567947,40.77024160570576,350.73540561740845,40.77024160570576,391.5056472231112
20.035071312520994,39.733440710194664,349.4222333468512,39.733440710194664,389.15567405704707
20.167931013727742,39.44980500030702,346.789667566276,39.44980500030702,386.23947256658414
19.884104087666568,39.970840933878534,351.282632865318,39.970840933878534,391.2534737992007
19.987818977586645,39.83848089385665,349.0635052487458,39.83848089385665,388.90198614259367
20.02106566178744,40.116243092575964,350.53107022573977,40.116243092575964,390.64731331831183
