arrival rates,storage manager service times,buffer residence times,storage manager residence time,End-to-End times
19.840832124557796,39.424437834138985,751.9061529838775,39.424437834140704,791.3305908180268
19.919160959048952,40.00260482539382,749.1276128722216,40.00260482539212,789.1302176976204
19.960916594228927,39.8202069981207,747.9382321997869,39.82020699812161,787.7584391978996
20.117124466556895,39.95754005267139,745.5805297283031,39.95754005267296,785.5380697809679
20.009176533332575,38.72002738447945,750.8480013029696,38.720027384481035,789.5680286874441
19.889696283980193,40.777236091788744,754.6175285438239,40.777236091788915,795.3947646356079
19.986838068857583,40.60866134299293,753.2569552247307,40.60866134299256,793.8656165677262
20.028684334425748,40.13746303267184,750.8769915637865,40.13746303267133,791.0144545964515
19.939301670992393,40.485549877978706,747.8624130591778,40.48554987797869,788.3479629371687
19.890830047965377,42.44988348993107,751.4097667123928,42.44988348993203,793.8596502023257
