arrival rates,storage manager service times,buffer residence times,storage manager residence time,End-to-End times
20.11177341423993,39.97537618302953,49.89039650289585,44.75751697403775,94.64791347693355
19.902160277409887,40.15564865637993,50.29193956293971,45.05549412616815,95.34743368910698
20.144611589863537,39.56634962207135,49.98595206257545,43.81322319623274,93.79917525880735
19.94663500057118,39.785878941696105,50.151467460370895,44.52891060308586,94.68037806345629
20.03625108840657,40.29391239488789,50.12899069602287,45.23793027303571,95.36692096906033
20.161671968561286,40.234334060349326,49.36463274649285,45.009003079225806,94.37363582571817
20.03268996059351,39.75207300450764,49.75979982727269,44.47287462879942,94.23267445607206
20.099609806495746,40.15520464804209,49.75953934990681,44.99780505400035,94.75734440390625
20.08623128256679,39.57716869496707,49.73793486178487,43.90065922075187,93.63859408253666
20.15232525986636,39.91817998524836,49.698312276980786,44.69982853679473,94.398140813776
