arrival rates,storage manager service times,buffer residence times,storage manager residence time,End-to-End times
20.072966748166696,40.29890343004459,50.0582846163629,45.29067390507775,95.3489585214404
20.02302775353784,40.201319259158616,50.326150342490195,44.36798323290808,94.69413357539815
20.149378784894026,39.69425221545349,49.963183789941475,44.25477364393051,94.21795743387182
19.839420311818245,40.59151251077265,50.464950203772005,45.278534927521164,95.74348513129348
20.195261784226975,39.53137140366901,49.51659531810019,44.33642429269699,93.8530196107978
20.132517690302745,39.81626266009439,49.52385839031888,44.604528100420005,94.12838649073879
20.183208559306475,39.61042993581545,50.105510453503136,44.16826045365455,94.27377090715801
19.988578022050056,39.14841648155435,50.26115090890233,43.2973418231323,93.55849273203401
20.015924464411267,39.7476627054941,49.934729141210546,44.06928107802225,94.00401021923282
19.78942137203466,39.849807253365626,50.00437795095218,44.83083685159586,94.83521480254782
