arrival rates,storage manager service times,buffer residence times,storage manager residence time,End-to-End times
19.73767771828534,39.87997855169768,50.64447158997457,44.22327163846976,94.8677432284438
19.87152245305952,39.3421114695085,50.43562682185855,43.87575918531363,94.31138600717206
19.83646451819375,40.08433165866962,50.68559565005708,44.60866383913545,95.29425948919221
19.920303651498244,39.53813678953419,50.43830333042406,44.20589985157338,94.64420318199724
20.057441468629207,40.45487076865387,49.82895601020848,45.82969507607507,95.65865108628361
19.924035125628805,40.00605749971494,50.147906482634625,44.838642973004205,94.98654945563864
19.99019045312909,39.7287319037682,50.06911741582104,44.28205395907432,94.35117137489517
20.1118711517897,39.94177260760579,50.107364375338086,44.7018338385188,94.80919821385613
19.971999199735997,40.15929036150307,49.879612916558955,44.901454484741755,94.7810674012997
19.954722525701033,39.87947935003741,50.36870098985394,44.560265123821566,94.92896611367485
