arrival rates,storage manager service times,buffer residence times,storage manager residence time,End-to-End times
20.068633805748334,40.32080566849309,49.527113906191175,45.16116992700935,94.6882838332005
20.004394457036074,40.012571851443795,50.131907814709166,44.65813719441028,94.79004500911954
19.956011175793083,39.86973161978334,49.8843824579822,44.51400380154501,94.39838625952741
19.967232696418904,40.33742307435498,50.19253895099481,45.31394905221083,95.50648800320569
20.013082669891837,40.37853682937974,49.874083245470445,44.99932187592602,94.87340512139707
19.963241094722246,39.82135629326433,49.989985965045825,44.382192284566514,94.37217824961272
20.03269846834181,39.94797121909285,49.753221729701465,44.724235962889686,94.47745769259073
19.9937707465989,39.61638317787698,49.674494250878695,44.162334495556635,93.8368287464356
19.942222190580438,40.36501233890518,49.956332081212096,45.17885327484743,95.13518535606029
19.996649156445258,39.778839656123445,49.97504017758315,44.38423061678844,94.35927079437026
