arrival rates,storage manager service times,buffer residence times,storage manager residence time,End-to-End times
19.94332659109679,40.31836850379453,75.18288467609106,41.24589613009725,116.42878080618824
19.872770760126222,39.801286886411006,74.93544494141905,40.84524965411313,115.78069459553157
19.944382106368863,39.62144509159208,75.2808433399702,40.55543167775705,115.83627501772608
20.13430261037456,40.3178301963925,75.08180076906123,41.34013611372732,116.42193688278937
19.96042469766258,39.94048575212677,74.68515836513097,40.809135290054805,115.49429365518515
19.950864484272785,40.19156302230133,75.04995373703304,41.215668450056,116.26562218708817
19.956761231213996,40.0735484577438,74.841894085195,41.121878878969625,115.96377296416495
19.921750063181232,40.38795511460688,75.07170874363186,41.367835547075614,116.43954429070514
20.07534265537858,39.81208507291486,75.26696989178653,40.84627720540544,116.11324709719082
19.975693164778622,40.23429342834829,75.27138059568532,41.28054835626033,116.55192895194433
