arrival rates,storage manager service times,buffer residence times,storage manager residence time,End-to-End times
20.202341025728092,40.15117121318367,75.21518897114089,41.125267699072346,116.34045667021218
19.99038602805917,40.02944692500763,74.94173714449006,41.010566707089744,115.95230385157988
20.040052287760904,40.16823194922724,74.99796311004674,41.293683171060714,116.29164628110644
20.1515202539624,39.706729319906,74.72917462519419,40.67783444198048,115.40700906717652
19.855899890929006,40.31017967197269,74.91999651481223,41.336813155116474,116.25680966992923
20.015688875006063,40.232742859996875,74.9911078024742,41.19683995127511,116.18794775374961
20.146386022812642,40.07541480802011,75.39505224417583,40.98352699844857,116.378579242626
19.88093046778126,40.17115858171419,75.01206583658126,41.18517025521269,116.1972360917934
19.940126533163962,40.23642977898162,75.1825666441098,41.233424639957896,116.4159912840683
19.977336503513392,39.515310124416295,75.33676527438345,40.576292032525835,115.91305730690976
