arrival rates,storage manager service times,buffer residence times,storage manager residence time,End-to-End times
20.089804409447424,40.091435335536964,75.27105702573795,41.09112306342535,116.36218008916285
20.009891285084144,40.136722727637654,75.16241190065021,41.24080173429457,116.40321363494353
20.13934669216144,40.50955456494243,75.06417970426239,41.53898269902519,116.60316240328822
20.052121286602613,40.1617722375922,74.74481118857102,41.023971406519614,115.76878259508953
19.905393067182704,40.23682390329829,74.77962461366646,41.22716116970656,116.00678578337228
20.04443032983855,40.026491157318866,74.76505866394534,41.01350786861805,115.77856653256327
19.85780000726479,39.88994567431214,74.90206793813013,40.92771199877539,115.82977993690585
20.10222395205448,39.53283427919396,75.00320124697997,40.48808506819149,115.4912863151721
20.080148455842004,39.53079894596398,75.03809302588054,40.467680268997945,115.50577329487902
20.215666556653527,40.31337847769918,74.89675816149744,41.30040140039323,116.1971595618901
