arrival rates,storage manager service times,buffer residence times,storage manager residence time,End-to-End times
19.996609951189434,40.11342983100175,37.50054063641994,48.29580436820801,85.79634500462774
19.821023555358362,39.88197748598459,37.488144101129514,48.17105329519963,85.6591973963295
20.07745607675876,39.53088987321871,37.501511403598656,47.81351357984449,85.31502498344301
20.19304510094903,39.93690477145312,37.423409830605976,48.346034284254344,85.76944411486026
20.044663858249553,39.7648870208723,37.57639605402656,48.32508114976524,85.90147720379314
20.051289271097062,40.101719627066004,37.481712510227865,48.48379547818024,85.96550798840855
19.88251451871116,39.763541755138654,37.427681981098715,48.94538358191676,86.37306556301526
19.941741442678325,40.35105065736563,37.53227055607237,48.74032622743987,86.2725967835128
20.07554275332,40.18554610061109,37.56605410830676,48.76032415025057,86.32637825855616
19.979485672024747,40.11212013619352,37.52379472334514,48.94106659221401,86.4648613155596
