arrival rates,storage manager service times,buffer residence times,storage manager residence time,End-to-End times
20.03256878111292,40.24954147489096,450.04891294098195,40.24954147489245,490.29845441587065
19.985207314529266,39.325432236621786,449.55827660183394,39.32543223662106,488.8837088384602
19.895622077931556,40.363479824052824,450.22863732411906,40.3634798240507,490.5921171481624
20.002561055210567,40.90135901555395,449.00931768427574,40.90135901555346,489.910676699828
19.88415826226803,39.64360795281203,451.1630029804881,39.6436079528136,490.8066109333051
20.11741863031682,39.441488733687976,452.76446501966774,39.44148873368816,492.20595375334995
20.135758109980127,42.25102754795268,449.406757567112,42.251027547952425,491.65778511507
20.07461392958649,39.71829014909526,452.2914355402098,39.71829014909695,492.00972568931564
20.185174693543335,41.24526037066238,448.57619648398054,41.24526037066511,489.8214568546473
20.083320259526086,42.31739882708797,450.6278849167387,42.317398827087175,492.9452837438312
