I_values, Average E (milliseconds), e1, e2, e3, e4, e5, e6, e7, e8, e9, e10
50,100.66910978496185,100.79235899949514,100.34428825425827,100.87068210113216,100.66910978496185
500,85.50330108070652,85.5455261740339,85.07646663310828,85.88791043497737,85.50330108070652
1000,84.41238239314087,84.54551532371292,84.27217532652247,84.4194565291872,84.41238239314087
2500,83.8146139443706,84.17965052505336,83.568197975921,83.69599333213745,83.8146139443706
5000,84.67691683521788,84.71117207177453,84.61028081022206,84.70929762365702,84.67691683521788
7500,84.37151216224707,84.50751144823447,83.97096511744522,84.63605992106154,84.37151216224707
10000,84.4859394270852,84.52812643502955,84.55826757046603,84.37142427576002,84.4859394270852
12500,84.47691016158383,83.87312306881235,84.92082512623601,84.63678228970313,84.47691016158383
15000,83.73100243009367,84.65171414073845,82.84014839124272,83.70114475829985,83.73100243009367
17500,84.12337294320166,83.86330517412614,84.0544473411501,84.45236631432873,84.12337294320166
20000,84.7660236842003,84.09307130242134,85.16755442289026,85.03744532728933,84.7660236842003
30000,83.23823154025743,83.86749494745992,82.88571831984316,82.96148135346922,83.23823154025743
40000,82.53591021179354,82.45048234262897,82.53639118498515,82.62085710776645,82.53591021179354
50000,84.26724885706774,84.33629218097627,83.8748039461509,84.59065044407606,84.26724885706774
