arrival rates,storage manager service times,buffer residence times,storage manager residence time,End-to-End times
20.100162742261727,39.76587372076157,0,192.8306898731811,192.8306898731811
19.99354807538832,40.05577516542868,0,190.23911446866862,190.23911446866862
20.059156537535948,39.96287653964416,0,191.95741803025913,191.95741803025913
20.151143306000428,39.97826677407177,0,201.24606116858823,201.24606116858823
20.07172125357579,39.80128025805946,0,204.13261678440006,204.13261678440006
19.992536258784497,40.02040765643926,0,201.51625033856294,201.51625033856294
19.970830944476727,40.28197648068039,0,207.41762491511454,207.41762491511454
20.138445559543683,39.98586355331399,0,205.31241465907559,205.31241465907559
20.000977656500158,39.79576816801748,0,190.04148985740136,190.04148985740136
20.17372330937542,39.853093277135784,0,208.75702181001873,208.75702181001873
