arrival rates,storage manager service times,buffer residence times,storage manager residence time,End-to-End times
19.965772684224355,40.19501971558494,0,205.005704942692,205.005704942692
20.064754249085375,40.00213989169629,0,201.06624114113504,201.06624114113504
19.993480257016376,40.00008709265034,0,201.07569909865748,201.07569909865748
19.989663303846374,40.10143467879696,0,201.42969924662248,201.42969924662248
20.008375465587743,39.9420480311026,0,201.68950241224826,201.68950241224826
19.999082875057642,39.783145769172535,0,198.42885871675796,198.42885871675796
19.951646159091005,39.81633902304391,0,192.28117499842523,192.28117499842523
19.9365119963653,40.06996081422064,0,199.6421484062774,199.6421484062774
19.970175571538228,40.04554426328546,0,198.7099158898119,198.7099158898119
19.978703749053317,39.95379024388852,0,202.10858835708405,202.10858835708405
