arrival rates,storage manager service times,buffer residence times,storage manager residence time,End-to-End times
20.011544094513205,39.92050631419953,0,200.17918230409003,200.17918230409003
19.983604149480236,40.08707151563678,0,196.70964688248208,196.70964688248208
19.979242146505,40.01313192119973,0,205.87106424474058,205.87106424474058
20.00851567747293,40.08008866875425,0,203.22509917984544,203.22509917984544
19.94893865064631,39.909907446730614,0,195.93614039784998,195.93614039784998
19.91341006987242,40.02530300499108,0,198.55924794533004,198.55924794533004
20.091312443731155,39.92605786675434,0,201.9241273242471,201.9241273242471
19.930191947697157,39.94124229615322,0,193.5583109220294,193.5583109220294
20.00577565911518,39.95100550799644,0,197.86053234041108,197.86053234041108
20.04804818922782,39.98735564635132,0,203.47648355953137,203.47648355953137
